FIPS,State,"County, State",2011 Food Insecurity Rate,Number of Food Insecure Persons in 2011,Low Threshold in state,Low Threshold Type,High Threshold in state,High Threshold Type,% FI ? Low Threshold,% FI Btwn Thresholds,% FI > High Threshold,2011 Child Food Insecurity Rate,Number of Food Insecure Children in 2011,% food insecure children in HH w/ HH incomes below 185 FPL,% of food insecure children in HH w/ HH incomes above 185 FPL,Cost Per Meal,Weighted Annual Food Budget Shortfall
29155,MO,"Pemiscot County, Missouri",23.90%,"4,410",130%,SNAP,185%,Other Nutrition Program,71.60%,17.50%,11.00%,28.50%,1470,68%,32%,$2.44 ,"$1,754,240.00 "
29157,MO,"Perry County, Missouri",11.90%,"2,270",130%,SNAP,185%,Other Nutrition Program,53.60%,22.70%,23.70%,19.50%,920,73%,27%,$2.51 ,"$928,880.00 "
29159,MO,"Pettis County, Missouri",15.00%,"6,280",130%,SNAP,185%,Other Nutrition Program,62.10%,25.50%,12.40%,22.20%,2390,93%,7%,$2.25 ,"$2,303,580.00 "
29161,MO,"Phelps County, Missouri",15.80%,"7,060",130%,SNAP,185%,Other Nutrition Program,53.80%,21.80%,24.40%,20.60%,2010,75%,25%,$2.32 ,"$2,670,260.00 "
29163,MO,"Pike County, Missouri",15.10%,"2,800",130%,SNAP,185%,Other Nutrition Program,50.10%,22.80%,27.00%,22.40%,940,86%,14%,$2.31 ,"$1,054,460.00 "
29165,MO,"Platte County, Missouri",13.20%,"11,660",130%,SNAP,185%,Other Nutrition Program,28.80%,15.90%,55.30%,17.00%,3690,51%,50%,$2.95 ,"$5,607,660.00 "
29167,MO,"Polk County, Missouri",16.10%,"4,980",130%,SNAP,185%,Other Nutrition Program,59.10%,18.70%,22.20%,25.70%,1950,71%,29%,$2.10 ,"$1,704,940.00 "
29169,MO,"Pulaski County, Missouri",17.40%,"8,770",130%,SNAP,185%,Other Nutrition Program,40.00%,22.70%,37.40%,21.60%,2570,77%,23%,$2.43 ,"$3,474,290.00 "
29171,MO,"Putnam County, Missouri",14.20%,710,130%,SNAP,185%,Other Nutrition Program,58.70%,32.10%,9.30%,20.60%,260,86%,14%,$2.22 ,"$256,960.00 "
29173,MO,"Ralls County, Missouri",11.70%,"1,190",130%,SNAP,185%,Other Nutrition Program,40.60%,31.10%,28.30%,18.80%,430,76%,24%,$2.28 ,"$442,330.00 "
29175,MO,"Randolph County, Missouri",16.60%,"4,220",130%,SNAP,185%,Other Nutrition Program,59.50%,23.90%,16.70%,24.70%,1450,92%,8%,$2.20 ,"$1,513,550.00 "
29177,MO,"Ray County, Missouri",13.60%,"3,200",130%,SNAP,185%,Other Nutrition Program,34.80%,20.50%,44.70%,20.00%,1190,60%,40%,$2.62 ,"$1,366,820.00 "
29179,MO,"Reynolds County, Missouri",19.10%,"1,280",130%,SNAP,185%,Other Nutrition Program,59.80%,18.00%,22.20%,32.00%,490,67%,33%,$2.55 ,"$532,120.00 "
29181,MO,"Ripley County, Missouri",17.60%,"2,470",130%,SNAP,185%,Other Nutrition Program,73.10%,26.90%,0.00%,31.10%,1040,100%,0%,$2.33 ,"$938,240.00 "
29183,MO,"St. Charles County, Missouri",10.90%,"38,830",130%,SNAP,185%,Other Nutrition Program,22.70%,16.00%,61.30%,14.60%,13490,42%,59%,$2.65 ,"$16,775,440.00 "
29185,MO,"St. Clair County, Missouri",16.00%,"1,560",130%,SNAP,185%,Other Nutrition Program,55.40%,33.20%,11.40%,23.90%,470,86%,14%,$2.19 ,"$556,970.00 "
29186,MO,"Ste. Genevieve County, Missouri",13.20%,"2,400",130%,SNAP,185%,Other Nutrition Program,43.50%,20.40%,36.10%,21.10%,880,64%,36%,$2.61 ,"$1,021,200.00 "
29187,MO,"St. Francois County, Missouri",17.10%,"11,090",130%,SNAP,185%,Other Nutrition Program,49.40%,19.10%,31.50%,25.00%,3480,73%,27%,$2.39 ,"$4,321,060.00 "
29189,MO,"St. Louis County, Missouri",15.80%,"157,500",130%,SNAP,185%,Other Nutrition Program,33.50%,17.70%,48.80%,15.40%,36210,58%,43%,$2.74 ,"$70,354,500.00 "
29195,MO,"Saline County, Missouri",15.80%,"3,660",130%,SNAP,185%,Other Nutrition Program,59.90%,16.90%,23.30%,25.00%,1330,75%,25%,$2.13 ,"$1,270,930.00 "
29197,MO,"Schuyler County, Missouri",16.50%,730,130%,SNAP,185%,Other Nutrition Program,69.20%,14.50%,16.30%,28.40%,290,70%,30%,$2.26 ,"$268,960.00 "
29199,MO,"Scotland County, Missouri",14.00%,680,130%,SNAP,185%,Other Nutrition Program,67.90%,23.00%,9.10%,22.70%,300,91%,9%,$2.39 ,"$264,950.00 "
29201,MO,"Scott County, Missouri",16.80%,"6,580",130%,SNAP,185%,Other Nutrition Program,55.40%,29.30%,15.20%,21.60%,2160,83%,17%,$2.98 ,"$3,196,710.00 "
29203,MO,"Shannon County, Missouri",18.50%,"1,560",130%,SNAP,185%,Other Nutrition Program,64.30%,27.90%,7.80%,30.40%,600,98%,2%,$2.33 ,"$592,570.00 "
29205,MO,"Shelby County, Missouri",14.60%,930,130%,SNAP,185%,Other Nutrition Program,62.40%,26.20%,11.50%,21.80%,340,78%,22%,$2.23 ,"$338,100.00 "
29207,MO,"Stoddard County, Missouri",15.80%,"4,730",130%,SNAP,185%,Other Nutrition Program,62.40%,26.90%,10.60%,23.70%,1620,89%,11%,$2.63 ,"$2,028,050.00 "
29209,MO,"Stone County, Missouri",16.90%,"5,430",130%,SNAP,185%,Other Nutrition Program,55.80%,18.10%,26.10%,30.40%,1860,81%,19%,$2.61 ,"$2,310,470.00 "
29211,MO,"Sullivan County, Missouri",14.30%,960,130%,SNAP,185%,Other Nutrition Program,68.90%,27.20%,3.90%,24.20%,390,88%,12%,$2.36 ,"$369,360.00 "
29213,MO,"Taney County, Missouri",17.60%,"8,920",130%,SNAP,185%,Other Nutrition Program,54.40%,20.50%,25.00%,28.50%,3190,78%,22%,$2.61 ,"$3,795,480.00 "
29215,MO,"Texas County, Missouri",16.10%,"4,160",130%,SNAP,185%,Other Nutrition Program,63.30%,21.30%,15.50%,24.70%,1450,88%,12%,$2.56 ,"$1,736,180.00 "
29217,MO,"Vernon County, Missouri",15.40%,"3,230",130%,SNAP,185%,Other Nutrition Program,60.70%,20.70%,18.70%,27.20%,1450,74%,26%,$2.55 ,"$1,342,780.00 "
29219,MO,"Warren County, Missouri",13.70%,"4,400",130%,SNAP,185%,Other Nutrition Program,43.40%,18.70%,37.90%,22.70%,1820,63%,37%,$2.64 ,"$1,893,730.00 "
29221,MO,"Washington County, Missouri",18.10%,"4,530",130%,SNAP,185%,Other Nutrition Program,62.50%,20.80%,16.70%,28.80%,1750,86%,14%,$2.58 ,"$1,905,370.00 "
29223,MO,"Wayne County, Missouri",16.70%,"2,250",130%,SNAP,185%,Other Nutrition Program,70.80%,28.80%,0.30%,24.80%,700,100%,0%,$2.36 ,"$865,680.00 "
29225,MO,"Webster County, Missouri",14.40%,"5,180",130%,SNAP,185%,Other Nutrition Program,57.90%,25.10%,16.90%,23.20%,2310,89%,11%,$2.61 ,"$2,204,100.00 "
29227,MO,"Worth County, Missouri",13.40%,290,130%,SNAP,185%,Other Nutrition Program,55.30%,32.70%,12.00%,22.50%,100,92%,8%,$2.53 ,"$119,610.00 "
29229,MO,"Wright County, Missouri",17.70%,"3,330",130%,SNAP,185%,Other Nutrition Program,78.00%,21.30%,0.70%,30.50%,1490,84%,16%,$2.36 ,"$1,281,200.00 "
29510,MO,"St. Louis city, Missouri",27.30%,"86,940",130%,SNAP,185%,Other Nutrition Program,59.50%,23.20%,17.30%,23.60%,16410,62%,38%,$2.63 ,"$37,276,590.00 "
30001,MT,"Beaverhead County, Montana",13.90%,"1,270",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",71.80%,0.00%,28.20%,18.00%,330,71%,29%,$2.70 ,"$559,020.00 "
30003,MT,"Big Horn County, Montana",20.30%,"2,600",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",81.10%,0.00%,18.90%,31.10%,1320,82%,18%,$2.69 ,"$1,140,210.00 "
30005,MT,"Blaine County, Montana",17.10%,"1,110",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",81.50%,0.00%,18.50%,28.40%,560,71%,29%,$2.94 ,"$532,020.00 "
30007,MT,"Broadwater County, Montana",13.10%,720,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",74.80%,0.00%,25.20%,17.60%,260,97%,3%,$2.65 ,"$311,060.00 "
30009,MT,"Carbon County, Montana",12.30%,"1,240",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",61.70%,0.00%,38.30%,18.40%,370,56%,44%,$2.71 ,"$547,840.00 "
30011,MT,"Carter County, Montana",11.40%,140,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",92.40%,0.00%,7.60%,17.00%,40,100%,0%,$2.71 ,"$61,850.00 "
30013,MT,"Cascade County, Montana",13.70%,"11,060",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",63.20%,0.00%,36.80%,20.60%,3850,59%,41%,$2.63 ,"$4,742,110.00 "
30015,MT,"Chouteau County, Montana",14.50%,840,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",76.20%,0.00%,23.80%,24.20%,380,75%,25%,$2.69 ,"$368,380.00 "
30017,MT,"Custer County, Montana",12.50%,"1,450",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",66.50%,0.00%,33.50%,17.50%,450,55%,45%,$2.95 ,"$697,350.00 "
30019,MT,"Daniels County, Montana",11.40%,200,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",60.70%,0.00%,39.30%,19.70%,60,66%,34%,$3.16 ,"$103,030.00 "
30021,MT,"Dawson County, Montana",10.70%,960,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",50.50%,0.00%,49.50%,17.50%,310,54%,46%,$2.98 ,"$466,390.00 "
30023,MT,"Deer Lodge County, Montana",16.10%,"1,500",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",70.90%,0.00%,29.10%,24.50%,450,59%,41%,$2.73 ,"$667,600.00 "
30025,MT,"Fallon County, Montana",9.40%,270,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",63.90%,0.00%,36.10%,15.30%,100,46%,54%,$2.88 ,"$126,770.00 "
30027,MT,"Fergus County, Montana",13.60%,"1,560",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",68.70%,0.00%,31.30%,22.70%,520,62%,38%,$2.69 ,"$684,130.00 "
30029,MT,"Flathead County, Montana",15.80%,"14,250",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",62.00%,0.00%,38.00%,23.20%,4970,65%,35%,$2.48 ,"$5,761,390.00 "
30031,MT,"Gallatin County, Montana",14.00%,"12,520",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",55.60%,0.00%,44.40%,17.20%,3190,54%,46%,$2.62 ,"$5,347,690.00 "
30033,MT,"Garfield County, Montana",10.10%,120,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",81.60%,0.00%,18.40%,13.60%,40,82%,18%,$2.73 ,"$53,410.00 "
30035,MT,"Glacier County, Montana",21.00%,"2,800",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",76.00%,0.00%,24.00%,31.00%,1300,75%,25%,$2.54 ,"$1,159,450.00 "
30037,MT,"Golden Valley County, Montana",13.20%,120,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",68.60%,0.00%,31.40%,26.30%,60,66%,34%,$2.70 ,"$52,820.00 "
30039,MT,"Granite County, Montana",15.20%,460,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",66.20%,0.00%,33.80%,19.50%,110,56%,44%,$2.73 ,"$204,730.00 "
30041,MT,"Hill County, Montana",14.30%,"2,300",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",62.90%,0.00%,37.10%,22.20%,960,62%,38%,$2.84 ,"$1,064,900.00 "
30043,MT,"Jefferson County, Montana",10.00%,"1,130",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",53.80%,0.00%,46.20%,14.40%,380,49%,51%,$2.66 ,"$490,030.00 "
30045,MT,"Judith Basin County, Montana",11.40%,230,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",76.30%,0.00%,23.70%,18.20%,70,59%,41%,$2.63 ,"$98,620.00 "
30047,MT,"Lake County, Montana",18.10%,"5,170",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",76.80%,0.00%,23.20%,30.50%,2200,76%,24%,$3.20 ,"$2,697,130.00 "
30049,MT,"Lewis and Clark County, Montana",11.70%,"7,320",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",50.20%,0.00%,49.80%,15.60%,2230,45%,55%,$2.62 ,"$3,126,610.00 "
30051,MT,"Liberty County, Montana",15.10%,350,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",62.80%,0.00%,37.20%,24.40%,120,56%,44%,$2.67 ,"$152,350.00 "
30053,MT,"Lincoln County, Montana",20.00%,"3,910",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",71.70%,0.00%,28.30%,31.50%,1210,64%,36%,$2.53 ,"$1,612,720.00 "
30055,MT,"McCone County, Montana",9.10%,170,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",69.10%,0.00%,30.90%,13.40%,60,98%,2%,$3.06 ,"$84,810.00 "
30057,MT,"Madison County, Montana",13.00%,"1,000",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",64.30%,0.00%,35.70%,19.60%,270,51%,49%,$2.69 ,"$438,540.00 "
30059,MT,"Meagher County, Montana",16.40%,310,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",82.70%,0.00%,17.30%,24.10%,110,76%,25%,$2.66 ,"$134,430.00 "
30061,MT,"Mineral County, Montana",17.20%,720,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",66.90%,0.00%,33.10%,27.90%,240,63%,37%,$2.60 ,"$305,190.00 "
30063,MT,"Missoula County, Montana",15.50%,"16,820",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",66.20%,0.00%,33.80%,19.00%,4130,56%,44%,$2.69 ,"$7,376,310.00 "
30065,MT,"Musselshell County, Montana",13.50%,600,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",69.60%,0.00%,30.40%,22.30%,190,65%,35%,$2.69 ,"$263,130.00 "
30067,MT,"Park County, Montana",13.40%,"2,110",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",73.00%,0.00%,27.00%,19.50%,610,71%,29%,$2.68 ,"$921,890.00 "
30069,MT,"Petroleum County, Montana",14.90%,80,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",100.00%,0.00%,0.00%,22.60%,30,98%,2%,$2.69 ,"$35,080.00 "
30071,MT,"Phillips County, Montana",11.80%,500,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",76.30%,0.00%,23.70%,16.60%,160,82%,18%,$2.96 ,"$241,280.00 "
30073,MT,"Pondera County, Montana",14.70%,910,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",71.60%,0.00%,28.40%,20.00%,300,73%,28%,$2.55 ,"$378,310.00 "
30075,MT,"Powder River County, Montana",12.50%,210,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",72.40%,0.00%,27.60%,17.40%,60,66%,34%,$2.77 ,"$94,830.00 "
30077,MT,"Powell County, Montana",14.60%,"1,030",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",56.50%,0.00%,43.50%,25.00%,300,59%,41%,$2.64 ,"$443,300.00 "
30079,MT,"Prairie County, Montana",11.40%,120,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",72.30%,0.00%,27.70%,19.40%,30,88%,12%,$3.03 ,"$59,280.00 "
30081,MT,"Ravalli County, Montana",14.60%,"5,890",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",65.50%,0.00%,34.50%,22.60%,2030,62%,38%,$3.49 ,"$3,351,210.00 "
30083,MT,"Richland County, Montana",11.10%,"1,070",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",54.90%,0.00%,45.10%,17.80%,410,50%,50%,$2.93 ,"$511,110.00 "
30085,MT,"Roosevelt County, Montana",17.60%,"1,820",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",74.30%,0.00%,25.70%,25.40%,830,74%,26%,$3.03 ,"$899,030.00 "
30087,MT,"Rosebud County, Montana",15.30%,"1,410",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",74.30%,0.00%,25.70%,22.90%,640,69%,31%,$2.70 ,"$620,650.00 "
30089,MT,"Sanders County, Montana",19.80%,"2,260",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",80.90%,0.00%,19.10%,30.60%,720,74%,26%,$2.59 ,"$954,260.00 "
30091,MT,"Sheridan County, Montana",11.00%,380,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",63.20%,0.00%,36.80%,14.10%,100,71%,29%,$2.96 ,"$183,370.00 "
30093,MT,"Silver Bow County, Montana",14.50%,"4,920",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",69.70%,0.00%,30.30%,20.60%,1490,66%,34%,$2.91 ,"$2,334,100.00 "
30095,MT,"Stillwater County, Montana",11.50%,"1,040",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",57.10%,0.00%,42.90%,17.30%,350,57%,44%,$2.71 ,"$459,480.00 "
30097,MT,"Sweet Grass County, Montana",10.20%,380,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",73.20%,0.00%,26.80%,15.60%,130,75%,25%,$2.66 ,"$164,790.00 "
30099,MT,"Teton County, Montana",12.20%,740,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",74.50%,0.00%,25.50%,17.60%,250,72%,28%,$2.61 ,"$314,870.00 "
30101,MT,"Toole County, Montana",13.10%,680,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",50.90%,0.00%,49.10%,20.40%,210,48%,52%,$2.67 ,"$295,990.00 "
30103,MT,"Treasure County, Montana",12.80%,110,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",75.10%,0.00%,24.90%,26.40%,40,76%,24%,$2.69 ,"$48,240.00 "
30105,MT,"Valley County, Montana",12.00%,890,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",58.80%,0.00%,41.20%,19.20%,330,55%,45%,$3.23 ,"$468,660.00 "
30107,MT,"Wheatland County, Montana",13.10%,280,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",87.50%,0.00%,12.50%,22.90%,100,95%,5%,$2.68 ,"$122,340.00 "
30109,MT,"Wibaux County, Montana",10.20%,100,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",60.70%,0.00%,39.30%,16.90%,30,68%,32%,$2.89 ,"$47,110.00 "
30111,MT,"Yellowstone County, Montana",12.10%,"17,690",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",58.90%,0.00%,41.10%,17.70%,6140,56%,44%,$2.67 ,"$7,700,160.00 "
31001,NE,"Adams County, Nebraska",11.50%,"3,590",130%,SNAP,185%,Other Nutrition Program,43.10%,23.60%,33.20%,19.40%,1450,68%,32%,$2.52 ,"$1,474,880.00 "
31003,NE,"Antelope County, Nebraska",10.50%,710,130%,SNAP,185%,Other Nutrition Program,50.00%,26.60%,23.50%,19.70%,310,70%,30%,$2.52 ,"$291,690.00 "
31005,NE,"Arthur County, Nebraska",11.30%,50,130%,SNAP,185%,Other Nutrition Program,32.30%,50.80%,16.90%,22.80%,30,69%,31%,$2.67 ,"$21,760.00 "
31007,NE,"Banner County, Nebraska",13.90%,100,130%,SNAP,185%,Other Nutrition Program,65.50%,25.30%,9.20%,23.40%,30,100%,0%,$2.71 ,"$44,180.00 "
31009,NE,"Blaine County, Nebraska",14.20%,80,130%,SNAP,185%,Other Nutrition Program,42.70%,41.90%,15.40%,21.70%,30,75%,25%,$2.55 ,"$33,260.00 "
31011,NE,"Boone County, Nebraska",9.30%,510,130%,SNAP,185%,Other Nutrition Program,41.80%,29.00%,29.20%,15.50%,200,73%,27%,$2.48 ,"$206,200.00 "
31013,NE,"Box Butte County, Nebraska",12.70%,"1,440",130%,SNAP,185%,Other Nutrition Program,53.50%,14.10%,32.40%,25.30%,730,69%,31%,$2.60 ,"$610,370.00 "
31015,NE,"Boyd County, Nebraska",8.90%,190,130%,SNAP,185%,Other Nutrition Program,45.50%,43.90%,10.60%,15.80%,70,95%,5%,$2.54 ,"$78,680.00 "
31017,NE,"Brown County, Nebraska",11.40%,360,130%,SNAP,185%,Other Nutrition Program,61.10%,30.10%,8.70%,16.20%,120,100%,1%,$2.55 ,"$149,660.00 "
31019,NE,"Buffalo County, Nebraska",11.50%,"5,260",130%,SNAP,185%,Other Nutrition Program,42.90%,20.30%,36.80%,16.80%,1830,62%,38%,$2.60 ,"$2,229,560.00 "
31021,NE,"Burt County, Nebraska",10.90%,750,130%,SNAP,185%,Other Nutrition Program,42.20%,18.20%,39.60%,15.70%,240,63%,37%,$2.54 ,"$310,570.00 "
31023,NE,"Butler County, Nebraska",9.80%,820,130%,SNAP,185%,Other Nutrition Program,37.70%,23.00%,39.30%,16.30%,330,67%,33%,$2.64 ,"$352,920.00 "
31025,NE,"Cass County, Nebraska",9.30%,"2,350",130%,SNAP,185%,Other Nutrition Program,22.90%,24.80%,52.40%,15.60%,1000,57%,43%,$2.67 ,"$1,022,920.00 "
31027,NE,"Cedar County, Nebraska",9.20%,820,130%,SNAP,185%,Other Nutrition Program,39.30%,34.00%,26.70%,15.40%,350,77%,23%,$2.51 ,"$335,540.00 "
31029,NE,"Chase County, Nebraska",9.30%,360,130%,SNAP,185%,Other Nutrition Program,46.00%,36.80%,17.20%,19.60%,180,76%,24%,$2.62 ,"$153,770.00 "
31031,NE,"Cherry County, Nebraska",10.40%,600,130%,SNAP,185%,Other Nutrition Program,40.90%,21.10%,38.10%,15.30%,190,66%,34%,$2.61 ,"$255,300.00 "
31033,NE,"Cheyenne County, Nebraska",11.20%,"1,130",130%,SNAP,185%,Other Nutrition Program,42.60%,15.30%,42.10%,18.00%,430,56%,44%,$2.65 ,"$488,190.00 "
31035,NE,"Clay County, Nebraska",9.60%,630,130%,SNAP,185%,Other Nutrition Program,41.30%,25.30%,33.40%,16.40%,270,65%,35%,$2.48 ,"$254,710.00 "
31037,NE,"Colfax County, Nebraska",9.70%,"1,000",130%,SNAP,185%,Other Nutrition Program,58.60%,15.20%,26.20%,20.20%,590,66%,34%,$2.53 ,"$412,460.00 "
31039,NE,"Cuming County, Nebraska",9.30%,850,130%,SNAP,185%,Other Nutrition Program,39.40%,28.10%,32.60%,16.50%,380,61%,39%,$2.52 ,"$349,200.00 "
31041,NE,"Custer County, Nebraska",9.60%,"1,050",130%,SNAP,185%,Other Nutrition Program,44.50%,31.60%,23.90%,16.10%,420,80%,21%,$2.52 ,"$431,370.00 "
31043,NE,"Dakota County, Nebraska",13.30%,"2,770",130%,SNAP,185%,Other Nutrition Program,49.20%,25.50%,25.30%,25.30%,1520,73%,27%,$2.35 ,"$1,061,230.00 "
31045,NE,"Dawes County, Nebraska",15.30%,"1,400",130%,SNAP,185%,Other Nutrition Program,53.50%,18.40%,28.10%,20.90%,350,83%,18%,$2.60 ,"$593,420.00 "
31047,NE,"Dawson County, Nebraska",11.50%,"2,780",130%,SNAP,185%,Other Nutrition Program,55.90%,21.70%,22.40%,21.50%,1500,78%,22%,$2.46 ,"$1,114,910.00 "
31049,NE,"Deuel County, Nebraska",10.40%,210,130%,SNAP,185%,Other Nutrition Program,57.80%,17.50%,24.70%,19.20%,80,85%,15%,$2.66 ,"$91,070.00 "
31051,NE,"Dixon County, Nebraska",10.30%,620,130%,SNAP,185%,Other Nutrition Program,43.30%,20.20%,36.50%,19.10%,310,65%,35%,$2.50 ,"$252,690.00 "
31053,NE,"Dodge County, Nebraska",11.90%,"4,350",130%,SNAP,185%,Other Nutrition Program,45.70%,21.60%,32.70%,20.60%,1800,68%,32%,$2.53 ,"$1,794,200.00 "
31055,NE,"Douglas County, Nebraska",13.90%,"70,960",130%,SNAP,185%,Other Nutrition Program,41.20%,17.10%,41.70%,18.50%,24640,58%,42%,$2.56 ,"$29,615,180.00 "
31057,NE,"Dundy County, Nebraska",10.10%,200,130%,SNAP,185%,Other Nutrition Program,46.50%,43.90%,9.60%,17.50%,80,91%,9%,$2.58 ,"$84,120.00 "
31059,NE,"Fillmore County, Nebraska",9.90%,590,130%,SNAP,185%,Other Nutrition Program,41.40%,27.60%,31.00%,15.60%,220,59%,41%,$2.52 ,"$242,390.00 "
31061,NE,"Franklin County, Nebraska",10.50%,340,130%,SNAP,185%,Other Nutrition Program,46.50%,26.70%,26.80%,20.10%,140,66%,35%,$2.57 ,"$142,450.00 "
31063,NE,"Frontier County, Nebraska",9.90%,280,130%,SNAP,185%,Other Nutrition Program,50.40%,22.70%,27.00%,18.70%,110,84%,16%,$2.56 ,"$116,860.00 "
31065,NE,"Furnas County, Nebraska",11.50%,570,130%,SNAP,185%,Other Nutrition Program,58.80%,21.60%,19.60%,22.40%,260,78%,22%,$2.56 ,"$237,890.00 "
31067,NE,"Gage County, Nebraska",12.00%,"2,690",130%,SNAP,185%,Other Nutrition Program,39.60%,22.00%,38.40%,19.70%,1030,63%,37%,$2.47 ,"$1,083,200.00 "
31069,NE,"Garden County, Nebraska",10.90%,220,130%,SNAP,185%,Other Nutrition Program,56.40%,22.40%,21.20%,20.30%,60,95%,5%,$2.64 ,"$94,690.00 "
31071,NE,"Garfield County, Nebraska",11.00%,230,130%,SNAP,185%,Other Nutrition Program,51.80%,16.60%,31.60%,20.20%,110,65%,35%,$2.50 ,"$93,740.00 "
31073,NE,"Gosper County, Nebraska",9.90%,200,130%,SNAP,185%,Other Nutrition Program,46.80%,39.00%,14.30%,18.30%,80,94%,6%,$2.56 ,"$83,470.00 "
31075,NE,"Grant County, Nebraska",12.50%,80,130%,SNAP,185%,Other Nutrition Program,71.00%,18.30%,10.60%,25.90%,40,90%,11%,$2.62 ,"$34,170.00 "
31077,NE,"Greeley County, Nebraska",10.20%,260,130%,SNAP,185%,Other Nutrition Program,45.90%,33.30%,20.80%,18.70%,130,84%,16%,$2.72 ,"$115,290.00 "
31079,NE,"Hall County, Nebraska",11.50%,"6,630",130%,SNAP,185%,Other Nutrition Program,46.40%,26.40%,27.20%,19.60%,3080,73%,27%,$2.45 ,"$2,648,140.00 "
31081,NE,"Hamilton County, Nebraska",9.00%,820,130%,SNAP,185%,Other Nutrition Program,34.80%,23.50%,41.70%,16.50%,390,64%,36%,$2.48 ,"$331,530.00 "
