FIPS,State,"County, State",2010 Food Insecurity Rate, Number of Food Insecure Persons in 2010 ,Low Threshold in state,Low Threshold Type,High Threshold in state,High Threshold Type,% FI ? Low Threshold,% FI Btwn Thresholds,% FI > High Threshold,2010 Child food insecurity rate, Number of Food Insecure Children in 2010  ,% food insecure children in HH w/ HH incomes below 185 FPL,% of food insecure children in HH w/ HH incomes above 185 FPL, 2010 Cost Per Meal , 2010 Weighted Annual Food Budget Shortfall 
37015,NC,"Bertie County, North Carolina",25.50%,"5,340",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",74.30%,N/A,25.70%,26.20%,"1,200",99%,1%,$2.48 ,"$2,279,550 "
37017,NC,"Bladen County, North Carolina",22.70%,"7,860",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",79.80%,N/A,20.20%,28.50%,"2,330",82%,18%,$2.53 ,"$3,422,940 "
37019,NC,"Brunswick County, North Carolina",16.50%,"16,860",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",63.70%,N/A,36.30%,26.30%,"5,040",67%,33%,$2.61 ,"$7,574,500 "
37021,NC,"Buncombe County, North Carolina",14.40%,"33,560",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",68.50%,N/A,31.50%,24.80%,"11,800",60%,40%,$2.49 ,"$14,383,910 "
37023,NC,"Burke County, North Carolina",18.50%,"16,790",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",74.50%,N/A,25.50%,28.80%,"5,750",67%,33%,$2.37 ,"$6,849,430 "
37025,NC,"Cabarrus County, North Carolina",16.10%,"27,380",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",57.70%,N/A,42.30%,24.00%,"10,950",52%,49%,$2.41 ,"$11,358,110 "
37027,NC,"Caldwell County, North Carolina",18.70%,"15,380",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",72.00%,N/A,28.00%,30.60%,"5,660",61%,39%,$2.33 ,"$6,168,330 "
37029,NC,"Camden County, North Carolina",13.90%,"1,350",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",43.70%,N/A,56.30%,20.40%,500,41%,60%,$2.53 ,"$587,910 "
37031,NC,"Carteret County, North Carolina",14.00%,"9,140",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",63.10%,N/A,36.90%,24.50%,"3,040",59%,41%,$2.81 ,"$4,420,870 "
37033,NC,"Caswell County, North Carolina",21.90%,"5,220",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",71.70%,N/A,28.30%,29.40%,"1,480",80%,20%,$2.44 ,"$2,192,380 "
37035,NC,"Catawba County, North Carolina",17.10%,"26,150",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",67.80%,N/A,32.20%,27.50%,"10,050",59%,41%,$2.39 ,"$10,757,840 "
37037,NC,"Chatham County, North Carolina",13.40%,"8,240",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",62.10%,N/A,37.90%,22.50%,"2,970",53%,47%,$2.76 ,"$3,914,640 "
37039,NC,"Cherokee County, North Carolina",17.50%,"4,780",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",73.70%,N/A,26.30%,28.00%,"1,500",64%,37%,$2.46 ,"$2,024,040 "
37041,NC,"Chowan County, North Carolina",20.30%,"3,010",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",68.50%,N/A,31.50%,25.40%,800,83%,17%,$2.69 ,"$1,393,720 "
37043,NC,"Clay County, North Carolina",17.70%,"1,840",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",74.80%,N/A,25.20%,29.80%,570,72%,28%,$2.79 ,"$883,640 "
37045,NC,"Cleveland County, North Carolina",20.90%,"20,460",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",68.00%,N/A,32.00%,29.70%,"6,860",66%,34%,$2.32 ,"$8,170,510 "
37047,NC,"Columbus County, North Carolina",21.90%,"12,460",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",70.30%,N/A,29.70%,28.90%,"3,880",74%,26%,$2.46 ,"$5,276,050 "
37049,NC,"Craven County, North Carolina",17.90%,"17,940",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",61.40%,N/A,38.60%,25.60%,"5,930",68%,32%,$2.56 ,"$7,905,290 "
37051,NC,"Cumberland County, North Carolina",18.70%,"58,610",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",64.50%,N/A,35.50%,22.60%,"18,700",76%,24%,$2.37 ,"$23,909,790 "
37053,NC,"Currituck County, North Carolina",11.70%,"2,730",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",56.20%,N/A,43.80%,19.90%,"1,100",45%,55%,$2.93 ,"$1,376,850 "
37055,NC,"Dare County, North Carolina",14.40%,"4,850",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",53.20%,N/A,46.80%,25.30%,"1,700",47%,53%,$3.06 ,"$2,554,580 "
37057,NC,"Davidson County, North Carolina",17.30%,"27,860",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",64.70%,N/A,35.30%,28.30%,"10,870",58%,42%,$2.34 ,"$11,221,540 "
37059,NC,"Davie County, North Carolina",15.30%,"6,190",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",61.80%,N/A,38.20%,26.60%,"2,600",58%,42%,$2.50 ,"$2,663,710 "
37061,NC,"Duplin County, North Carolina",18.70%,"10,570",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",86.30%,N/A,13.70%,27.90%,"3,960",75%,26%,$2.47 ,"$4,493,940 "
37063,NC,"Durham County, North Carolina",17.60%,"45,520",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",59.40%,N/A,40.60%,20.30%,"11,710",73%,27%,$2.55 ,"$19,980,120 "
37065,NC,"Edgecombe County, North Carolina",27.30%,"15,340",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",74.70%,N/A,25.30%,28.00%,"3,940",94%,6%,$2.42 ,"$6,389,930 "
37067,NC,"Forsyth County, North Carolina",17.50%,"59,970",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",60.70%,N/A,39.30%,24.10%,"20,070",64%,36%,$2.42 ,"$24,980,730 "
37069,NC,"Franklin County, North Carolina",18.00%,"10,510",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",64.70%,N/A,35.30%,23.70%,"3,370",71%,29%,$2.48 ,"$4,486,520 "
37071,NC,"Gaston County, North Carolina",18.40%,"37,240",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",64.60%,N/A,35.40%,27.50%,"13,210",62%,38%,$2.35 ,"$15,063,750 "
37073,NC,"Gates County, North Carolina",18.70%,"2,250",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",64.00%,N/A,36.00%,24.30%,730,71%,29%,$2.60 ,"$1,006,960 "
37075,NC,"Graham County, North Carolina",19.90%,"1,730",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",94.60%,N/A,5.40%,33.00%,630,87%,13%,$2.56 ,"$762,330 "
37077,NC,"Granville County, North Carolina",18.20%,"10,540",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",58.10%,N/A,41.90%,21.50%,"2,830",62%,39%,$2.48 ,"$4,499,330 "
37079,NC,"Greene County, North Carolina",19.80%,"4,180",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",61.00%,N/A,39.00%,27.20%,"1,340",69%,31%,$2.56 ,"$1,841,920 "
37081,NC,"Guilford County, North Carolina",19.20%,"91,560",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",60.40%,N/A,39.60%,23.30%,"26,030",68%,32%,$2.48 ,"$39,085,270 "
37083,NC,"Halifax County, North Carolina",25.40%,"14,060",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",76.10%,N/A,23.90%,26.40%,"3,470",87%,13%,$2.43 ,"$5,880,950 "
37085,NC,"Harnett County, North Carolina",18.20%,"19,790",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",70.90%,N/A,29.10%,25.90%,"7,620",72%,28%,$2.52 ,"$8,584,240 "
37087,NC,"Haywood County, North Carolina",14.20%,"8,310",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",70.00%,N/A,30.00%,26.00%,"2,950",62%,38%,$2.57 ,"$3,676,120 "
37089,NC,"Henderson County, North Carolina",13.30%,"13,800",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",66.00%,N/A,34.00%,25.50%,"5,410",59%,41%,$2.46 ,"$5,843,460 "
37091,NC,"Hertford County, North Carolina",24.20%,"5,890",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",72.30%,N/A,27.70%,24.00%,"1,280",95%,5%,$2.49 ,"$2,524,470 "
37093,NC,"Hoke County, North Carolina",19.20%,"8,470",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",70.20%,N/A,29.80%,24.30%,"3,200",75%,25%,$2.41 ,"$3,513,630 "
37095,NC,"Hyde County, North Carolina",19.30%,"1,100",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",52.30%,N/A,47.70%,22.40%,250,90%,10%,$2.73 ,"$516,910 "
37097,NC,"Iredell County, North Carolina",17.00%,"26,320",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",59.80%,N/A,40.20%,25.60%,"9,980",54%,47%,$2.50 ,"$11,326,130 "
37099,NC,"Jackson County, North Carolina",15.80%,"6,180",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",70.30%,N/A,29.70%,26.20%,"1,780",62%,38%,$2.62 ,"$2,787,050 "
37101,NC,"Johnston County, North Carolina",16.00%,"25,750",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",66.20%,N/A,33.80%,25.30%,"11,250",60%,41%,$2.56 ,"$11,346,790 "
37103,NC,"Jones County, North Carolina",19.80%,"1,990",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",66.30%,N/A,33.70%,23.60%,520,69%,31%,$2.63 ,"$900,870 "
37105,NC,"Lee County, North Carolina",18.50%,"10,290",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",70.30%,N/A,29.70%,27.50%,"3,880",68%,32%,$2.53 ,"$4,481,170 "
37107,NC,"Lenoir County, North Carolina",22.40%,"13,270",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",72.20%,N/A,27.80%,25.90%,"3,640",86%,14%,$2.28 ,"$5,207,890 "
37109,NC,"Lincoln County, North Carolina",16.80%,"12,710",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",66.80%,N/A,33.20%,28.80%,"5,160",57%,43%,$2.33 ,"$5,097,500 "
37111,NC,"McDowell County, North Carolina",18.20%,"8,120",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",71.90%,N/A,28.10%,31.60%,"3,080",58%,42%,$2.50 ,"$3,494,230 "
37113,NC,"Macon County, North Carolina",16.10%,"5,390",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",72.60%,N/A,27.40%,29.50%,"1,840",64%,36%,$2.59 ,"$2,402,950 "
37115,NC,"Madison County, North Carolina",15.30%,"3,150",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",67.10%,N/A,32.90%,26.30%,"1,070",55%,45%,$2.56 ,"$1,388,050 "
37117,NC,"Martin County, North Carolina",22.90%,"5,600",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",69.30%,N/A,30.70%,27.40%,"1,480",79%,22%,$2.42 ,"$2,332,700 "
37119,NC,"Mecklenburg County, North Carolina",17.80%,"157,220",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",54.10%,N/A,45.90%,22.00%,"48,880",59%,41%,$2.59 ,"$70,091,150 "
37121,NC,"Mitchell County, North Carolina",16.70%,"2,620",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",80.70%,N/A,19.30%,28.20%,810,73%,27%,$2.41 ,"$1,086,860 "
37123,NC,"Montgomery County, North Carolina",20.50%,"5,660",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",75.90%,N/A,24.10%,31.40%,"2,020",73%,27%,$2.42 ,"$2,357,690 "
37125,NC,"Moore County, North Carolina",15.60%,"13,420",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",63.80%,N/A,36.20%,24.50%,"4,530",61%,39%,$2.78 ,"$6,421,740 "
37127,NC,"Nash County, North Carolina",20.40%,"19,210",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",62.80%,N/A,37.20%,23.50%,"5,360",75%,25%,$2.32 ,"$7,671,340 "
37129,NC,"New Hanover County, North Carolina",16.40%,"32,350",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",59.00%,N/A,41.00%,23.70%,"9,320",56%,44%,$2.57 ,"$14,310,770 "
37131,NC,"Northampton County, North Carolina",24.80%,"5,510",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",82.20%,N/A,17.80%,24.10%,"1,170",98%,2%,$2.84 ,"$2,693,550 "
37133,NC,"Onslow County, North Carolina",15.20%,"25,650",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",65.40%,N/A,34.60%,23.50%,"9,710",68%,32%,$2.40 ,"$10,596,300 "
37135,NC,"Orange County, North Carolina",13.90%,"18,030",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",57.10%,N/A,42.90%,20.70%,"5,530",49%,51%,$2.99 ,"$9,279,460 "
37137,NC,"Pamlico County, North Carolina",16.30%,"2,130",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",67.40%,N/A,32.60%,23.50%,540,74%,26%,$2.73 ,"$1,000,920 "
37139,NC,"Pasquotank County, North Carolina",20.00%,"8,040",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",60.90%,N/A,39.10%,23.90%,"2,220",74%,26%,$2.51 ,"$3,473,640 "
37141,NC,"Pender County, North Carolina",17.50%,"8,770",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",64.50%,N/A,35.50%,25.20%,"2,890",61%,39%,$2.72 ,"$4,106,050 "
37143,NC,"Perquimans County, North Carolina",18.70%,"2,440",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",71.50%,N/A,28.50%,25.30%,660,79%,21%,$2.62 ,"$1,100,390 "
37145,NC,"Person County, North Carolina",19.00%,"7,380",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",57.50%,N/A,42.50%,25.00%,"2,240",58%,42%,$2.46 ,"$3,124,980 "
37147,NC,"Pitt County, North Carolina",21.10%,"34,010",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",67.10%,N/A,32.90%,23.50%,"8,540",73%,27%,$2.49 ,"$14,576,780 "
37149,NC,"Polk County, North Carolina",14.10%,"2,850",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",63.60%,N/A,36.40%,25.90%,"1,010",54%,46%,$2.69 ,"$1,319,630 "
37151,NC,"Randolph County, North Carolina",16.30%,"22,880",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",73.00%,N/A,27.00%,29.30%,"9,880",64%,36%,$2.36 ,"$9,294,450 "
37153,NC,"Richmond County, North Carolina",23.40%,"10,890",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",79.60%,N/A,20.40%,29.30%,"3,300",83%,17%,$2.27 ,"$4,255,100 "
37155,NC,"Robeson County, North Carolina",23.20%,"30,500",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",83.60%,N/A,16.40%,34.00%,"12,070",79%,21%,$2.28 ,"$11,969,890 "
37157,NC,"Rockingham County, North Carolina",19.20%,"17,900",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",68.30%,N/A,31.70%,27.90%,"5,800",71%,29%,$2.42 ,"$7,456,310 "
37159,NC,"Rowan County, North Carolina",18.80%,"25,690",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",66.10%,N/A,33.90%,27.50%,"8,940",66%,34%,$2.48 ,"$10,966,590 "
37161,NC,"Rutherford County, North Carolina",21.60%,"14,490",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",74.40%,N/A,25.60%,33.70%,"4,940",70%,31%,$2.31 ,"$5,761,510 "
37163,NC,"Sampson County, North Carolina",18.00%,"11,340",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",78.90%,N/A,21.10%,26.20%,"4,150",74%,26%,$2.41 ,"$4,704,200 "
37165,NC,"Scotland County, North Carolina",27.80%,"10,110",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",71.90%,N/A,28.10%,34.00%,"3,110",84%,16%,$2.47 ,"$4,298,370 "
37167,NC,"Stanly County, North Carolina",17.20%,"10,320",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",64.10%,N/A,35.90%,25.70%,"3,500",62%,38%,$2.36 ,"$4,192,250 "
37169,NC,"Stokes County, North Carolina",15.30%,"7,210",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",67.20%,N/A,32.80%,26.40%,"2,800",62%,38%,$2.57 ,"$3,189,510 "
37171,NC,"Surry County, North Carolina",16.90%,"12,360",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",75.90%,N/A,24.10%,29.30%,"4,980",65%,35%,$2.47 ,"$5,254,980 "
37173,NC,"Swain County, North Carolina",18.90%,"2,620",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",73.70%,N/A,26.30%,32.50%,"1,020",53%,47%,$2.75 ,"$1,240,190 "
37175,NC,"Transylvania County, North Carolina",15.00%,"4,870",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",63.90%,N/A,36.10%,27.30%,"1,480",62%,39%,$2.71 ,"$2,271,720 "
37177,NC,"Tyrrell County, North Carolina",21.40%,940,200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",61.70%,N/A,38.30%,29.80%,220,82%,18%,$2.55 ,"$412,590 "
37179,NC,"Union County, North Carolina",14.00%,"26,560",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",55.60%,N/A,44.40%,21.90%,"12,570",46%,54%,$2.60 ,"$11,886,580 "
37181,NC,"Vance County, North Carolina",25.80%,"11,620",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",75.00%,N/A,25.00%,30.10%,"3,550",87%,13%,$2.44 ,"$4,880,360 "
37183,NC,"Wake County, North Carolina",14.30%,"121,650",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",49.40%,N/A,50.60%,19.60%,"43,040",49%,52%,$2.59 ,"$54,233,480 "
37185,NC,"Warren County, North Carolina",26.10%,"5,430",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",72.60%,N/A,27.40%,26.80%,"1,160",90%,10%,$2.61 ,"$2,439,470 "
37187,NC,"Washington County, North Carolina",24.40%,"3,230",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",64.30%,N/A,35.70%,26.10%,830,82%,18%,$2.59 ,"$1,439,980 "
37189,NC,"Watauga County, North Carolina",16.30%,"8,080",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",69.30%,N/A,30.70%,24.20%,"1,660",59%,41%,$3.03 ,"$4,214,150 "
37191,NC,"Wayne County, North Carolina",18.50%,"22,180",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",69.90%,N/A,30.10%,24.00%,"7,150",77%,23%,$2.31 ,"$8,819,200 "
37193,NC,"Wilkes County, North Carolina",18.80%,"12,990",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",79.30%,N/A,20.70%,31.90%,"4,920",64%,36%,$2.51 ,"$5,612,270 "
37195,NC,"Wilson County, North Carolina",22.50%,"17,890",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",70.10%,N/A,29.90%,26.90%,"5,280",78%,22%,$2.40 ,"$7,390,560 "
37197,NC,"Yadkin County, North Carolina",15.20%,"5,800",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",73.70%,N/A,26.30%,26.80%,"2,420",64%,36%,$2.56 ,"$2,555,780 "
37199,NC,"Yancey County, North Carolina",17.10%,"3,060",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",75.30%,N/A,24.70%,30.00%,"1,050",58%,43%,$2.57 ,"$1,353,660 "
38001,ND,"Adams County, North Dakota",6.50%,150,200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",100.00%,N/A,0.00%,7.20%,30,99%,1%,$2.40 ,"$61,970 "
38003,ND,"Barnes County, North Dakota",7.80%,860,200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",64.40%,N/A,35.60%,10.10%,220,55%,45%,$2.33 ,"$344,910 "
38005,ND,"Benson County, North Dakota",14.40%,960,200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",75.40%,N/A,24.60%,23.20%,510,60%,40%,$2.37 ,"$391,630 "
38007,ND,"Billings County, North Dakota",5.50%,50,200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",58.80%,N/A,41.20%,8.40%,20,75%,25%,$2.42 ,"$20,830 "
38009,ND,"Bottineau County, North Dakota",7.80%,500,200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",62.90%,N/A,37.10%,10.70%,130,53%,47%,$2.35 ,"$202,250 "
38011,ND,"Bowman County, North Dakota",5.20%,160,200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",61.90%,N/A,38.10%,5.40%,30,34%,66%,$2.66 ,"$73,260 "
38013,ND,"Burke County, North Dakota",5.20%,100,200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",72.60%,N/A,27.40%,7.60%,30,46%,54%,$2.40 ,"$41,310 "
38015,ND,"Burleigh County, North Dakota",6.50%,"5,100",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",59.70%,N/A,40.30%,8.90%,"1,580",48%,52%,$2.30 ,"$2,019,080 "
38017,ND,"Cass County, North Dakota",7.80%,"11,200",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",59.60%,N/A,40.40%,8.50%,"2,670",50%,50%,$2.51 ,"$4,838,910 "
38019,ND,"Cavalier County, North Dakota",6.10%,250,200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",69.70%,N/A,30.30%,9.20%,70,68%,32%,$2.37 ,"$101,990 "
38021,ND,"Dickey County, North Dakota",7.10%,380,200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",80.60%,N/A,19.40%,8.10%,100,83%,17%,$2.29 ,"$149,790 "
38023,ND,"Divide County, North Dakota",7.40%,150,200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",62.40%,N/A,37.60%,18.30%,60,48%,53%,$2.41 ,"$62,220 "
38025,ND,"Dunn County, North Dakota",6.10%,210,200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",81.30%,N/A,18.70%,7.40%,60,87%,13%,$2.40 ,"$86,750 "
38027,ND,"Eddy County, North Dakota",9.10%,220,200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",64.70%,N/A,35.30%,13.50%,80,58%,42%,$2.37 ,"$89,750 "
38029,ND,"Emmons County, North Dakota",11.20%,400,200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",69.90%,N/A,30.10%,15.80%,120,55%,46%,$2.39 ,"$164,560 "
38031,ND,"Foster County, North Dakota",6.00%,210,200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",91.90%,N/A,8.10%,7.20%,50,84%,16%,$2.54 ,"$91,810 "
38033,ND,"Golden Valley County, North Dakota",7.30%,110,200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",100.00%,N/A,0.00%,10.90%,40,74%,26%,$2.42 ,"$45,820 "
38035,ND,"Grand Forks County, North Dakota",8.90%,"5,950",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",60.00%,N/A,40.00%,10.30%,"1,350",53%,47%,$2.35 ,"$2,406,800 "
38037,ND,"Grant County, North Dakota",8.10%,200,200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",63.50%,N/A,36.50%,12.00%,40,61%,39%,$2.39 ,"$82,280 "
38039,ND,"Griggs County, North Dakota",6.80%,160,200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",65.60%,N/A,34.40%,8.70%,40,49%,51%,$2.36 ,"$65,000 "
38041,ND,"Hettinger County, North Dakota",7.30%,180,200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",74.80%,N/A,25.20%,8.90%,40,73%,27%,$2.40 ,"$74,360 "
38043,ND,"Kidder County, North Dakota",10.40%,260,200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",73.20%,N/A,26.80%,17.40%,90,49%,51%,$2.38 ,"$106,510 "
