,Organization,Address,City,State
15,Oconomowoc Food Pantry,W359 N5848 Brown St Ste B Oconomowoc WI 53066,Oconomowoc,['WI']
16,Two Rivers Ecumenical Pantry,1902 22nd St Two Rivers WI 54241,Two Rivers,['WI']
17,Hartford Food Shelf,24 N Johnson St Hartford WI 53027,Hartford,['WI']
18,Broken Bread: Food Pantry,51 W Division St Fond Du Lac WI 54935,Fond Du Lac,['WI']
19,Manawa Food Pantry,114 2nd St Manawa WI 54949,Manawa,['WI']
0,Kettle Moraine Food Pantry,705 W Tomlin Rd Wales WI 53183,Wales,['WI']
1,Fondy Food Pantry,51 W Division St Fond Du Lac WI 54935,Fond Du Lac,['WI']
2,Pauls Pantry,1520 Webster Ct Green Bay WI 54302,Green Bay,['WI']
3,Community Food Pantry-Mrrll,503 S Center Ave # 3 Merrill WI 54452,Merrill,['WI']
4,Berlin Emergency Food Pantry,676 E Jackson St Ripon WI 54971,Ripon,['WI']
5,Ecumenical Bread Basket Food Pantry,116 North Water Street Sparta WI 54656,Sparta,['WI']
6,Oregon Area Food Pantry,107 N Alpine Parkway Oregon WI 53575,Oregon,['WI']
